sector,hcp_alpha,oecd_alpha_2014,oecd_alpha_2021,diferencia_hcp_vs_oecd2021
Fosfatos,0.8,0.706680957484816,0.5392495921696574,0.26075040783034265
Automotor,0.55,0.4879840617606774,0.5682498930252461,-0.018249893025246045
