etiqueta,alpha_f,alpha_a,elast_f,elast_a,share_f,share_a,va_ratio_f,va_ratio_a,L_f0,L_a0,L_tot,A_f,A_a,anio_ref,ingresos_f,export_a,va_f_obs,va_a_obs,w_eq,L_f_eq,aL_leontief,Q_max,anio_Q_max,rango_Q,L_cap_leontief,vpmgl_f_obs,vpmgl_a_obs,brecha_obs
B - OCDE mezclado,0.7796199239657566,0.5594261151119299,0.22038007603424337,0.44057388488807014,0.21578335387236391,0.43811756824652487,0.5301081031518459,0.1862677813825805,17000,230000,247000,3856.6238700010717,2326.942813104846,2023,91277,141763,48386.67733139104,26405.879492138756,0.10006338142884588,179081.5407703852,0.5151515151515151,38100,2021,1990-2025,19627.272727272728,0.6272623311374327,0.05058148222494692,12.401027086313126
