etiqueta,alpha_f,alpha_a,elast_f,elast_a,share_f,share_a,va_ratio_f,va_ratio_a,L_f0,L_a0,L_tot,A_f,A_a,anio_ref,ingresos_f,export_a,va_f_obs,va_a_obs,w_eq,L_f_eq,aL_leontief,Q_max,anio_Q_max,rango_Q,L_cap_leontief,vpmgl_f_obs,vpmgl_a_obs,brecha_obs
A - HCP,0.8,0.55,0.19999999999999996,0.44999999999999996,0.16,0.43,0.6,0.27,17000,230000,247000,4703.532569164286,2071.311643196232,2023,91277,141763,54766.2,38276.01,0.11655345255690217,144151.57578789396,0.5151515151515151,38100,2021,1990-2025,19627.272727272728,0.6443082352941175,0.07488784565217389,8.60364228244312
