TIME_PERIOD,ingresos_mmad,B1G_B08_C20,va_sobre_output,B1G_solo_B08,va_ocp_estimado,ratio_vs_solo_B08,ratio_vs_B08_mas_C20,consistente
2021,84300,64314,0.5328152701605554,15325,44916.32727453482,2.930918582351375,0.6983911321723858,TRUE
