TIME_PERIOD,fosfatos,automotor,brecha_alpha
2014,0.739539033457249,0.4902884535912059,0.24925057986604315
2015,0.7692016933776837,0.515080148902226,0.25412154447545776
2016,0.7060211009466739,0.5153679653679654,0.19065313557870855
2017,0.6892223297838013,0.5210722768917543,0.16815005289204699
2018,0.7313210872738288,0.5604097108256465,0.17091137644818233
2019,0.7185786233911584,0.5561281196322118,0.16245050375894665
2020,0.7358294477838324,0.5610502308505312,0.17477921693330123
2021,0.7551388500171036,0.5594261151119299,0.1957127349051737
