STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency of observation,REF_AREA,Reference area,TRANSACTION,Transaction,ACTIVITY,Economic activity,PRODUCT,Product,UNIT_MEASURE,Unit of measure,VALUATION,Valuation,PRICE_BASE,Price base,TABLE_IDENTIFIER,Table identifier,TIME_PERIOD,Time period,OBS_VALUE,Observation value,COUNTERPART_AREA,Counterpart area,SECTOR,Institutional sector,ACCOUNTING_ENTRY,Accounting entry,CONF_STATUS,Confidentiality status,DECIMALS,Decimals,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,CURRENCY,Currency
DATAFLOW,OECD.SDD.NAD:DSD_NASU@DF_USEVA_T1600(1.0),"SUT Use, Value added and its components by activity",I,A,Annual,MAR,Morocco,B2A3G,"Operating surplus and mixed income, gross",C10,Manufacture of food products,_T,Total,XDC,National currency,_Z,Not applicable,V,Current prices,T1600,Table 1600 - Use Table at purchasers' prices,2018,NA,37437,NA,D,Domestic (home or reference area),S1,Total economy,B,Balance (revenue minus expenditure),FALSE,Free (free for publication),2,Two,A,Normal value,6,Millions,MAD,Moroccan dirham
DATAFLOW,OECD.SDD.NAD:DSD_NASU@DF_USEVA_T1600(1.0),"SUT Use, Value added and its components by activity",I,A,Annual,MAR,Morocco,B2A3G,"Operating surplus and mixed income, gross",C10,Manufacture of food products,_T,Total,XDC,National currency,_Z,Not applicable,V,Current prices,T1600,Table 1600 - Use Table at purchasers' prices,2019,NA,36971,NA,D,Domestic (home or reference area),S1,Total economy,B,Balance (revenue minus expenditure),FALSE,Free (free for publication),2,Two,A,Normal value,6,Millions,MAD,Moroccan dirham
DATAFLOW,OECD.SDD.NAD:DSD_NASU@DF_USEVA_T1600(1.0),"SUT Use, Value added and its components by activity",I,A,Annual,MAR,Morocco,B2A3G,"Operating surplus and mixed income, gross",C10,Manufacture of food products,_T,Total,XDC,National currency,_Z,Not applicable,V,Current prices,T1600,Table 1600 - Use Table at purchasers' prices,2020,NA,37896,NA,D,Domestic (home or reference area),S1,Total economy,B,Balance (revenue minus expenditure),FALSE,Free (free for publication),2,Two,A,Normal value,6,Millions,MAD,Moroccan dirham
DATAFLOW,OECD.SDD.NAD:DSD_NASU@DF_USEVA_T1600(1.0),"SUT Use, Value added and its components by activity",I,A,Annual,MAR,Morocco,B2A3G,"Operating surplus and mixed income, gross",C10,Manufacture of food products,_T,Total,XDC,National currency,_Z,Not applicable,V,Current prices,T1600,Table 1600 - Use Table at purchasers' prices,2021,NA,34921,NA,D,Domestic (home or reference area),S1,Total economy,B,Balance (revenue minus expenditure),FALSE,Free (free for publication),2,Two,A,Normal value,6,Millions,MAD,Moroccan dirham
DATAFLOW,OECD.SDD.NAD:DSD_NASU@DF_USEVA_T1600(1.0),"SUT Use, Value added and its components by activity",I,A,Annual,MAR,Morocco,D1,Compensation of employees,C10,Manufacture of food products,_T,Total,XDC,National currency,_Z,Not applicable,V,Current prices,T1600,Table 1600 - Use Table at purchasers' prices,2014,NA,8043,NA,D,Domestic (home or reference area),S1,Total economy,D,Expenditure,FALSE,Free (free for publication),2,Two,A,Normal value,6,Millions,MAD,Moroccan dirham
DATAFLOW,OECD.SDD.NAD:DSD_NASU@DF_USEVA_T1600(1.0),"SUT Use, Value added and its components by activity",I,A,Annual,MAR,Morocco,D1,Compensation of employees,C10,Manufacture of food products,_T,Total,XDC,National currency,_Z,Not applicable,V,Current prices,T1600,Table 1600 - Use Table at purchasers' prices,2015,NA,8439,NA,D,Domestic (home or reference area),S1,Total economy,D,Expenditure,FALSE,Free (free for publication),2,Two,A,Normal value,6,Millions,MAD,Moroccan dirham
DATAFLOW,OECD.SDD.NAD:DSD_NASU@DF_USEVA_T1600(1.0),"SUT Use, Value added and its components by activity",I,A,Annual,MAR,Morocco,D1,Compensation of employees,C10,Manufacture of food products,_T,Total,XDC,National currency,_Z,Not applicable,V,Current prices,T1600,Table 1600 - Use Table at purchasers' prices,2016,NA,8544,NA,D,Domestic (home or reference area),S1,Total economy,D,Expenditure,FALSE,Free (free for publication),2,Two,A,Normal value,6,Millions,MAD,Moroccan dirham
DATAFLOW,OECD.SDD.NAD:DSD_NASU@DF_USEVA_T1600(1.0),"SUT Use, Value added and its components by activity",I,A,Annual,MAR,Morocco,D1,Compensation of employees,C10,Manufacture of food products,_T,Total,XDC,National currency,_Z,Not applicable,V,Current prices,T1600,Table 1600 - Use Table at purchasers' prices,2017,NA,8746,NA,D,Domestic (home or reference area),S1,Total economy,D,Expenditure,FALSE,Free (free for publication),2,Two,A,Normal value,6,Millions,MAD,Moroccan dirham
DATAFLOW,OECD.SDD.NAD:DSD_NASU@DF_USEVA_T1600(1.0),"SUT Use, Value added and its components by activity",I,A,Annual,MAR,Morocco,D1,Compensation of employees,C10,Manufacture of food products,_T,Total,XDC,National currency,_Z,Not applicable,V,Current prices,T1600,Table 1600 - Use Table at purchasers' prices,2018,NA,8947,NA,D,Domestic (home or reference area),S1,Total economy,D,Expenditure,FALSE,Free (free for publication),2,Two,A,Normal value,6,Millions,MAD,Moroccan dirham
DATAFLOW,OECD.SDD.NAD:DSD_NASU@DF_USEVA_T1600(1.0),"SUT Use, Value added and its components by activity",I,A,Annual,MAR,Morocco,D1,Compensation of employees,C10,Manufacture of food products,_T,Total,XDC,National currency,_Z,Not applicable,V,Current prices,T1600,Table 1600 - Use Table at purchasers' prices,2019,NA,9220,NA,D,Domestic (home or reference area),S1,Total economy,D,Expenditure,FALSE,Free (free for publication),2,Two,A,Normal value,6,Millions,MAD,Moroccan dirham
DATAFLOW,OECD.SDD.NAD:DSD_NASU@DF_USEVA_T1600(1.0),"SUT Use, Value added and its components by activity",I,A,Annual,MAR,Morocco,D1,Compensation of employees,C10,Manufacture of food products,_T,Total,XDC,National currency,_Z,Not applicable,V,Current prices,T1600,Table 1600 - Use Table at purchasers' prices,2020,NA,8768,NA,D,Domestic (home or reference area),S1,Total economy,D,Expenditure,FALSE,Free (free for publication),2,Two,A,Normal value,6,Millions,MAD,Moroccan dirham
DATAFLOW,OECD.SDD.NAD:DSD_NASU@DF_USEVA_T1600(1.0),"SUT Use, Value added and its components by activity",I,A,Annual,MAR,Morocco,D1,Compensation of employees,C10,Manufacture of food products,_T,Total,XDC,National currency,_Z,Not applicable,V,Current prices,T1600,Table 1600 - Use Table at purchasers' prices,2021,NA,9711,NA,D,Domestic (home or reference area),S1,Total economy,D,Expenditure,FALSE,Free (free for publication),2,Two,A,Normal value,6,Millions,MAD,Moroccan dirham
DATAFLOW,OECD.SDD.NAD:DSD_NASU@DF_USEVA_T1600(1.0),"SUT Use, Value added and its components by activity",I,A,Annual,MAR,Morocco,B1G,"Value added, gross",C10,Manufacture of food products,_T,Total,XDC,National currency,B,Basic prices,V,Current prices,T1600,Table 1600 - Use Table at purchasers' prices,2014,NA,37048,NA,D,Domestic (home or reference area),S1,Total economy,B,Balance (revenue minus expenditure),FALSE,Free (free for publication),2,Two,A,Normal value,6,Millions,MAD,Moroccan dirham
DATAFLOW,OECD.SDD.NAD:DSD_NASU@DF_USEVA_T1600(1.0),"SUT Use, Value added and its components by activity",I,A,Annual,MAR,Morocco,B1G,"Value added, gross",C10,Manufacture of food products,_T,Total,XDC,National currency,B,Basic prices,V,Current prices,T1600,Table 1600 - Use Table at purchasers' prices,2015,NA,38503,NA,D,Domestic (home or reference area),S1,Total economy,B,Balance (revenue minus expenditure),FALSE,Free (free for publication),2,Two,A,Normal value,6,Millions,MAD,Moroccan dirham
DATAFLOW,OECD.SDD.NAD:DSD_NASU@DF_USEVA_T1600(1.0),"SUT Use, Value added and its components by activity",I,A,Annual,MAR,Morocco,B1G,"Value added, gross",C10,Manufacture of food products,_T,Total,XDC,National currency,B,Basic prices,V,Current prices,T1600,Table 1600 - Use Table at purchasers' prices,2016,NA,39864,NA,D,Domestic (home or reference area),S1,Total economy,B,Balance (revenue minus expenditure),FALSE,Free (free for publication),2,Two,A,Normal value,6,Millions,MAD,Moroccan dirham
DATAFLOW,OECD.SDD.NAD:DSD_NASU@DF_USEVA_T1600(1.0),"SUT Use, Value added and its components by activity",I,A,Annual,MAR,Morocco,B1G,"Value added, gross",C10,Manufacture of food products,_T,Total,XDC,National currency,B,Basic prices,V,Current prices,T1600,Table 1600 - Use Table at purchasers' prices,2017,NA,45432,NA,D,Domestic (home or reference area),S1,Total economy,B,Balance (revenue minus expenditure),FALSE,Free (free for publication),2,Two,A,Normal value,6,Millions,MAD,Moroccan dirham
DATAFLOW,OECD.SDD.NAD:DSD_NASU@DF_USEVA_T1600(1.0),"SUT Use, Value added and its components by activity",I,A,Annual,MAR,Morocco,B1G,"Value added, gross",C10,Manufacture of food products,_T,Total,XDC,National currency,B,Basic prices,V,Current prices,T1600,Table 1600 - Use Table at purchasers' prices,2018,NA,46521,NA,D,Domestic (home or reference area),S1,Total economy,B,Balance (revenue minus expenditure),FALSE,Free (free for publication),2,Two,A,Normal value,6,Millions,MAD,Moroccan dirham
DATAFLOW,OECD.SDD.NAD:DSD_NASU@DF_USEVA_T1600(1.0),"SUT Use, Value added and its components by activity",I,A,Annual,MAR,Morocco,B1G,"Value added, gross",C10,Manufacture of food products,_T,Total,XDC,National currency,B,Basic prices,V,Current prices,T1600,Table 1600 - Use Table at purchasers' prices,2019,NA,46340,NA,D,Domestic (home or reference area),S1,Total economy,B,Balance (revenue minus expenditure),FALSE,Free (free for publication),2,Two,A,Normal value,6,Millions,MAD,Moroccan dirham
DATAFLOW,OECD.SDD.NAD:DSD_NASU@DF_USEVA_T1600(1.0),"SUT Use, Value added and its components by activity",I,A,Annual,MAR,Morocco,B1G,"Value added, gross",C10,Manufacture of food products,_T,Total,XDC,National currency,B,Basic prices,V,Current prices,T1600,Table 1600 - Use Table at purchasers' prices,2020,NA,46835,NA,D,Domestic (home or reference area),S1,Total economy,B,Balance (revenue minus expenditure),FALSE,Free (free for publication),2,Two,A,Normal value,6,Millions,MAD,Moroccan dirham
DATAFLOW,OECD.SDD.NAD:DSD_NASU@DF_USEVA_T1600(1.0),"SUT Use, Value added and its components by activity",I,A,Annual,MAR,Morocco,B1G,"Value added, gross",C10,Manufacture of food products,_T,Total,XDC,National currency,B,Basic prices,V,Current prices,T1600,Table 1600 - Use Table at purchasers' prices,2021,NA,44791,NA,D,Domestic (home or reference area),S1,Total economy,B,Balance (revenue minus expenditure),FALSE,Free (free for publication),2,Two,A,Normal value,6,Millions,MAD,Moroccan dirham
DATAFLOW,OECD.SDD.NAD:DSD_NASU@DF_USEVA_T1600(1.0),"SUT Use, Value added and its components by activity",I,A,Annual,MAR,Morocco,D29X39,Other taxes less other subsidies on production,J61,Telecommunications,_T,Total,XDC,National currency,_Z,Not applicable,V,Current prices,T1600,Table 1600 - Use Table at purchasers' prices,2014,NA,371,NA,D,Domestic (home or reference area),S1,Total economy,D,Expenditure,FALSE,Free (free for publication),2,Two,A,Normal value,6,Millions,MAD,Moroccan dirham
DATAFLOW,OECD.SDD.NAD:DSD_NASU@DF_USEVA_T1600(1.0),"SUT Use, Value added and its components by activity",I,A,Annual,MAR,Morocco,D29X39,Other taxes less other subsidies on production,J61,Telecommunications,_T,Total,XDC,National currency,_Z,Not applicable,V,Current prices,T1600,Table 1600 - Use Table at purchasers' prices,2015,NA,344,NA,D,Domestic (home or reference area),S1,Total economy,D,Expenditure,FALSE,Free (free for publication),2,Two,A,Normal value,6,Millions,MAD,Moroccan dirham
DATAFLOW,OECD.SDD.NAD:DSD_NASU@DF_USEVA_T1600(1.0),"SUT Use, Value added and its components by activity",I,A,Annual,MAR,Morocco,D29X39,Other taxes less other subsidies on production,J61,Telecommunications,_T,Total,XDC,National currency,_Z,Not applicable,V,Current prices,T1600,Table 1600 - Use Table at purchasers' prices,2016,NA,393,NA,D,Domestic (home or reference area),S1,Total economy,D,Expenditure,FALSE,Free (free for publication),2,Two,A,Normal value,6,Millions,MAD,Moroccan dirham
DATAFLOW,OECD.SDD.NAD:DSD_NASU@DF_USEVA_T1600(1.0),"SUT Use, Value added and its components by activity",I,A,Annual,MAR,Morocco,D29X39,Other taxes less other subsidies on production,J61,Telecommunications,_T,Total,XDC,National currency,_Z,Not applicable,V,Current prices,T1600,Table 1600 - Use Table at purchasers' prices,2017,NA,400,NA,D,Domestic (home or reference area),S1,Total economy,D,Expenditure,FALSE,Free (free for publication),2,Two,A,Normal value,6,Millions,MAD,Moroccan dirham
DATAFLOW,OECD.SDD.NAD:DSD_NASU@DF_USEVA_T1600(1.0),"SUT Use, Value added and its components by activity",I,A,Annual,MAR,Morocco,D29X39,Other taxes less other subsidies on production,J61,Telecommunications,_T,Total,XDC,National currency,_Z,Not applicable,V,Current prices,T1600,Table 1600 - Use Table at purchasers' prices,2018,NA,406,NA,D,Domestic (home or reference area),S1,Total economy,D,Expenditure,FALSE,Free (free for publication),2,Two,A,Normal value,6,Millions,MAD,Moroccan dirham
DATAFLOW,OECD.SDD.NAD:DSD_NASU@DF_USEVA_T1600(1.0),"SUT Use, Value added and its components by activity",I,A,Annual,MAR,Morocco,D29X39,Other taxes less other subsidies on production,J61,Telecommunications,_T,Total,XDC,National currency,_Z,Not applicable,V,Current prices,T1600,Table 1600 - Use Table at purchasers' prices,2019,NA,438,NA,D,Domestic (home or reference area),S1,Total economy,D,Expenditure,FALSE,Free (free for publication),2,Two,A,Normal value,6,Millions,MAD,Moroccan dirham
DATAFLOW,OECD.SDD.NAD:DSD_NASU@DF_USEVA_T1600(1.0),"SUT Use, Value added and its components by activity",I,A,Annual,MAR,Morocco,D29X39,Other taxes less other subsidies on production,J61,Telecommunications,_T,Total,XDC,National currency,_Z,Not applicable,V,Current prices,T1600,Table 1600 - Use Table at purchasers' prices,2020,NA,415,NA,D,Domestic (home or reference area),S1,Total economy,D,Expenditure,FALSE,Free (free for publication),2,Two,A,Normal value,6,Millions,MAD,Moroccan dirham
DATAFLOW,OECD.SDD.NAD:DSD_NASU@DF_USEVA_T1600(1.0),"SUT Use, Value added and its components by activity",I,A,Annual,MAR,Morocco,D29X39,Other taxes less other subsidies on production,J61,Telecommunications,_T,Total,XDC,National currency,_Z,Not applicable,V,Current prices,T1600,Table 1600 - Use Table at purchasers' prices,2021,NA,444,NA,D,Domestic (home or reference area),S1,Total economy,D,Expenditure,FALSE,Free (free for publication),2,Two,A,Normal value,6,Millions,MAD,Moroccan dirham
DATAFLOW,OECD.SDD.NAD:DSD_NASU@DF_USEVA_T1600(1.0),"SUT Use, Value added and its components by activity",I,A,Annual,MAR,Morocco,P1,Output,J61,Telecommunications,_T,Total,XDC,National currency,B,Basic prices,V,Current prices,T1600,Table 1600 - Use Table at purchasers' prices,2014,NA,33167,NA,D,Domestic (home or reference area),S1,Total economy,C,Revenue,FALSE,Free (free for publication),2,Two,A,Normal value,6,Millions,MAD,Moroccan dirham
DATAFLOW,OECD.SDD.NAD:DSD_NASU@DF_USEVA_T1600(1.0),"SUT Use, Value added and its components by activity",I,A,Annual,MAR,Morocco,P1,Output,J61,Telecommunications,_T,Total,XDC,National currency,B,Basic prices,V,Current prices,T1600,Table 1600 - Use Table at purchasers' prices,2015,NA,32571,NA,D,Domestic (home or reference area),S1,Total economy,C,Revenue,FALSE,Free (free for publication),2,Two,A,Normal value,6,Millions,MAD,Moroccan dirham
DATAFLOW,OECD.SDD.NAD:DSD_NASU@DF_USEVA_T1600(1.0),"SUT Use, Value added and its components by activity",I,A,Annual,MAR,Morocco,P1,Output,J61,Telecommunications,_T,Total,XDC,National currency,B,Basic prices,V,Current prices,T1600,Table 1600 - Use Table at purchasers' prices,2016,NA,33076,NA,D,Domestic (home or reference area),S1,Total economy,C,Revenue,FALSE,Free (free for publication),2,Two,A,Normal value,6,Millions,MAD,Moroccan dirham
DATAFLOW,OECD.SDD.NAD:DSD_NASU@DF_USEVA_T1600(1.0),"SUT Use, Value added and its components by activity",I,A,Annual,MAR,Morocco,P1,Output,J61,Telecommunications,_T,Total,XDC,National currency,B,Basic prices,V,Current prices,T1600,Table 1600 - Use Table at purchasers' prices,2017,NA,31438,NA,D,Domestic (home or reference area),S1,Total economy,C,Revenue,FALSE,Free (free for publication),2,Two,A,Normal value,6,Millions,MAD,Moroccan dirham
DATAFLOW,OECD.SDD.NAD:DSD_NASU@DF_USEVA_T1600(1.0),"SUT Use, Value added and its components by activity",I,A,Annual,MAR,Morocco,P1,Output,J61,Telecommunications,_T,Total,XDC,National currency,B,Basic prices,V,Current prices,T1600,Table 1600 - Use Table at purchasers' prices,2018,NA,32803,NA,D,Domestic (home or reference area),S1,Total economy,C,Revenue,FALSE,Free (free for publication),2,Two,A,Normal value,6,Millions,MAD,Moroccan dirham
DATAFLOW,OECD.SDD.NAD:DSD_NASU@DF_USEVA_T1600(1.0),"SUT Use, Value added and its components by activity",I,A,Annual,MAR,Morocco,P1,Output,J61,Telecommunications,_T,Total,XDC,National currency,B,Basic prices,V,Current prices,T1600,Table 1600 - Use Table at purchasers' prices,2019,NA,33749,NA,D,Domestic (home or reference area),S1,Total economy,C,Revenue,FALSE,Free (free for publication),2,Two,A,Normal value,6,Millions,MAD,Moroccan dirham
DATAFLOW,OECD.SDD.NAD:DSD_NASU@DF_USEVA_T1600(1.0),"SUT Use, Value added and its components by activity",I,A,Annual,MAR,Morocco,P1,Output,J61,Telecommunications,_T,Total,XDC,National currency,B,Basic prices,V,Current prices,T1600,Table 1600 - Use Table at purchasers' prices,2020,NA,34159,NA,D,Domestic (home or reference area),S1,Total economy,C,Revenue,FALSE,Free (free for publication),2,Two,A,Normal value,6,Millions,MAD,Moroccan dirham
DATAFLOW,OECD.SDD.NAD:DSD_NASU@DF_USEVA_T1600(1.0),"SUT Use, Value added and its components by activity",I,A,Annual,MAR,Morocco,P1,Output,J61,Telecommunications,_T,Total,XDC,National currency,B,Basic prices,V,Current prices,T1600,Table 1600 - Use Table at purchasers' prices,2021,NA,34668,NA,D,Domestic (home or reference area),S1,Total economy,C,Revenue,FALSE,Free (free for publication),2,Two,A,Normal value,6,Millions,MAD,Moroccan dirham
DATAFLOW,OECD.SDD.NAD:DSD_NASU@DF_USEVA_T1600(1.0),"SUT Use, Value added and its components by activity",I,A,Annual,MAR,Morocco,B2A3G,"Operating surplus and mixed income, gross",C31_32,Manufacture of furniture; other manufacturing,_T,Total,XDC,National currency,_Z,Not applicable,V,Current prices,T1600,Table 1600 - Use Table at purchasers' prices,2014,NA,1996,NA,D,Domestic (home or reference area),S1,Total economy,B,Balance (revenue minus expenditure),FALSE,Free (free for publication),2,Two,A,Normal value,6,Millions,MAD,Moroccan dirham
DATAFLOW,OECD.SDD.NAD:DSD_NASU@DF_USEVA_T1600(1.0),"SUT Use, Value added and its components by activity",I,A,Annual,MAR,Morocco,B2A3G,"Operating surplus and mixed income, gross",C31_32,Manufacture of furniture; other manufacturing,_T,Total,XDC,National currency,_Z,Not applicable,V,Current prices,T1600,Table 1600 - Use Table at purchasers' prices,2015,NA,1680,NA,D,Domestic (home or reference area),S1,Total economy,B,Balance (revenue minus expenditure),FALSE,Free (free for publication),2,Two,A,Normal value,6,Millions,MAD,Moroccan dirham
DATAFLOW,OECD.SDD.NAD:DSD_NASU@DF_USEVA_T1600(1.0),"SUT Use, Value added and its components by activity",I,A,Annual,MAR,Morocco,B2A3G,"Operating surplus and mixed income, gross",C31_32,Manufacture of furniture; other manufacturing,_T,Total,XDC,National currency,_Z,Not applicable,V,Current prices,T1600,Table 1600 - Use Table at purchasers' prices,2016,NA,1821,NA,D,Domestic (home or reference area),S1,Total economy,B,Balance (revenue minus expenditure),FALSE,Free (free for publication),2,Two,A,Normal value,6,Millions,MAD,Moroccan dirham
DATAFLOW,OECD.SDD.NAD:DSD_NASU@DF_USEVA_T1600(1.0),"SUT Use, Value added and its components by activity",I,A,Annual,MAR,Morocco,B2A3G,"Operating surplus and mixed income, gross",C31_32,Manufacture of furniture; other manufacturing,_T,Total,XDC,National currency,_Z,Not applicable,V,Current prices,T1600,Table 1600 - Use Table at purchasers' prices,2017,NA,1861,NA,D,Domestic (home or reference area),S1,Total economy,B,Balance (revenue minus expenditure),FALSE,Free (free for publication),2,Two,A,Normal value,6,Millions,MAD,Moroccan dirham
DATAFLOW,OECD.SDD.NAD:DSD_NASU@DF_USEVA_T1600(1.0),"SUT Use, Value added and its components by activity",I,A,Annual,MAR,Morocco,B2A3G,"Operating surplus and mixed income, gross",C31_32,Manufacture of furniture; other manufacturing,_T,Total,XDC,National currency,_Z,Not applicable,V,Current prices,T1600,Table 1600 - Use Table at purchasers' prices,2018,NA,1866,NA,D,Domestic (home or reference area),S1,Total economy,B,Balance (revenue minus expenditure),FALSE,Free (free for publication),2,Two,A,Normal value,6,Millions,MAD,Moroccan dirham
DATAFLOW,OECD.SDD.NAD:DSD_NASU@DF_USEVA_T1600(1.0),"SUT Use, Value added and its components by activity",I,A,Annual,MAR,Morocco,B2A3G,"Operating surplus and mixed income, gross",C31_32,Manufacture of furniture; other manufacturing,_T,Total,XDC,National currency,_Z,Not applicable,V,Current prices,T1600,Table 1600 - Use Table at purchasers' prices,2019,NA,1912,NA,D,Domestic (home or reference area),S1,Total economy,B,Balance (revenue minus expenditure),FALSE,Free (free for publication),2,Two,A,Normal value,6,Millions,MAD,Moroccan dirham
DATAFLOW,OECD.SDD.NAD:DSD_NASU@DF_USEVA_T1600(1.0),"SUT Use, Value added and its components by activity",I,A,Annual,MAR,Morocco,B2A3G,"Operating surplus and mixed income, gross",C31_32,Manufacture of furniture; other manufacturing,_T,Total,XDC,National currency,_Z,Not applicable,V,Current prices,T1600,Table 1600 - Use Table at purchasers' prices,2020,NA,2052,NA,D,Domestic (home or reference area),S1,Total economy,B,Balance (revenue minus expenditure),FALSE,Free (free for publication),2,Two,A,Normal value,6,Millions,MAD,Moroccan dirham
DATAFLOW,OECD.SDD.NAD:DSD_NASU@DF_USEVA_T1600(1.0),"SUT Use, Value added and its components by activity",I,A,Annual,MAR,Morocco,B2A3G,"Operating surplus and mixed income, gross",C31_32,Manufacture of furniture; other manufacturing,_T,Total,XDC,National currency,_Z,Not applicable,V,Current prices,T1600,Table 1600 - Use Table at purchasers' prices,2021,NA,1943,NA,D,Domestic (home or reference area),S1,Total economy,B,Balance (revenue minus expenditure),FALSE,Free (free for publication),2,Two,A,Normal value,6,Millions,MAD,Moroccan dirham
DATAFLOW,OECD.SDD.NAD:DSD_NASU@DF_USEVA_T1600(1.0),"SUT Use, Value added and its components by activity",I,A,Annual,MAR,Morocco,P2,Intermediate consumption,C31_32,Manufacture of furniture; other manufacturing,_T,Total,XDC,National currency,O,Purchasers prices,V,Current prices,T1600,Table 1600 - Use Table at purchasers' prices,2014,NA,5864,NA,D,Domestic (home or reference area),S1,Total economy,D,Expenditure,FALSE,Free (free for publication),2,Two,A,Normal value,6,Millions,MAD,Moroccan dirham
DATAFLOW,OECD.SDD.NAD:DSD_NASU@DF_USEVA_T1600(1.0),"SUT Use, Value added and its components by activity",I,A,Annual,MAR,Morocco,P2,Intermediate consumption,C31_32,Manufacture of furniture; other manufacturing,_T,Total,XDC,National currency,O,Purchasers prices,V,Current prices,T1600,Table 1600 - Use Table at purchasers' prices,2015,NA,5619,NA,D,Domestic (home or reference area),S1,Total economy,D,Expenditure,FALSE,Free (free for publication),2,Two,A,Normal value,6,Millions,MAD,Moroccan dirham
DATAFLOW,OECD.SDD.NAD:DSD_NASU@DF_USEVA_T1600(1.0),"SUT Use, Value added and its components by activity",I,A,Annual,MAR,Morocco,P2,Intermediate consumption,C31_32,Manufacture of furniture; other manufacturing,_T,Total,XDC,National currency,O,Purchasers prices,V,Current prices,T1600,Table 1600 - Use Table at purchasers' prices,2016,NA,5177,NA,D,Domestic (home or reference area),S1,Total economy,D,Expenditure,FALSE,Free (free for publication),2,Two,A,Normal value,6,Millions,MAD,Moroccan dirham
DATAFLOW,OECD.SDD.NAD:DSD_NASU@DF_USEVA_T1600(1.0),"SUT Use, Value added and its components by activity",I,A,Annual,MAR,Morocco,P2,Intermediate consumption,C31_32,Manufacture of furniture; other manufacturing,_T,Total,XDC,National currency,O,Purchasers prices,V,Current prices,T1600,Table 1600 - Use Table at purchasers' prices,2017,NA,5159,NA,D,Domestic (home or reference area),S1,Total economy,D,Expenditure,FALSE,Free (free for publication),2,Two,A,Normal value,6,Millions,MAD,Moroccan dirham
DATAFLOW,OECD.SDD.NAD:DSD_NASU@DF_USEVA_T1600(1.0),"SUT Use, Value added and its components by activity",I,A,Annual,MAR,Morocco,P2,Intermediate consumption,C31_32,Manufacture of furniture; other manufacturing,_T,Total,XDC,National currency,O,Purchasers prices,V,Current prices,T1600,Table 1600 - Use Table at purchasers' prices,2018,NA,5391,NA,D,Domestic (home or reference area),S1,Total economy,D,Expenditure,FALSE,Free (free for publication),2,Two,A,Normal value,6,Millions,MAD,Moroccan dirham
DATAFLOW,OECD.SDD.NAD:DSD_NASU@DF_USEVA_T1600(1.0),"SUT Use, Value added and its components by activity",I,A,Annual,MAR,Morocco,P2,Intermediate consumption,C31_32,Manufacture of furniture; other manufacturing,_T,Total,XDC,National currency,O,Purchasers prices,V,Current prices,T1600,Table 1600 - Use Table at purchasers' prices,2019,NA,5395,NA,D,Domestic (home or reference area),S1,Total economy,D,Expenditure,FALSE,Free (free for publication),2,Two,A,Normal value,6,Millions,MAD,Moroccan dirham
DATAFLOW,OECD.SDD.NAD:DSD_NASU@DF_USEVA_T1600(1.0),"SUT Use, Value added and its components by activity",I,A,Annual,MAR,Morocco,P2,Intermediate consumption,C31_32,Manufacture of furniture; other manufacturing,_T,Total,XDC,National currency,O,Purchasers prices,V,Current prices,T1600,Table 1600 - Use Table at purchasers' prices,2020,NA,4962,NA,D,Domestic (home or reference area),S1,Total economy,D,Expenditure,FALSE,Free (free for publication),2,Two,A,Normal value,6,Millions,MAD,Moroccan dirham
DATAFLOW,OECD.SDD.NAD:DSD_NASU@DF_USEVA_T1600(1.0),"SUT Use, Value added and its components by activity",I,A,Annual,MAR,Morocco,P2,Intermediate consumption,C31_32,Manufacture of furniture; other manufacturing,_T,Total,XDC,National currency,O,Purchasers prices,V,Current prices,T1600,Table 1600 - Use Table at purchasers' prices,2021,NA,5296,NA,D,Domestic (home or reference area),S1,Total economy,D,Expenditure,FALSE,Free (free for publication),2,Two,A,Normal value,6,Millions,MAD,Moroccan dirham
DATAFLOW,OECD.SDD.NAD:DSD_NASU@DF_USEVA_T1600(1.0),"SUT Use, Value added and its components by activity",I,A,Annual,MAR,Morocco,P1,Output,C31_32,Manufacture of furniture; other manufacturing,_T,Total,XDC,National currency,B,Basic prices,V,Current prices,T1600,Table 1600 - Use Table at purchasers' prices,2014,NA,8985,NA,D,Domestic (home or reference area),S1,Total economy,C,Revenue,FALSE,Free (free for publication),2,Two,A,Normal value,6,Millions,MAD,Moroccan dirham
DATAFLOW,OECD.SDD.NAD:DSD_NASU@DF_USEVA_T1600(1.0),"SUT Use, Value added and its components by activity",I,A,Annual,MAR,Morocco,P1,Output,C31_32,Manufacture of furniture; other manufacturing,_T,Total,XDC,National currency,B,Basic prices,V,Current prices,T1600,Table 1600 - Use Table at purchasers' prices,2015,NA,8416,NA,D,Domestic (home or reference area),S1,Total economy,C,Revenue,FALSE,Free (free for publication),2,Two,A,Normal value,6,Millions,MAD,Moroccan dirham
DATAFLOW,OECD.SDD.NAD:DSD_NASU@DF_USEVA_T1600(1.0),"SUT Use, Value added and its components by activity",I,A,Annual,MAR,Morocco,P1,Output,C31_32,Manufacture of furniture; other manufacturing,_T,Total,XDC,National currency,B,Basic prices,V,Current prices,T1600,Table 1600 - Use Table at purchasers' prices,2016,NA,8046,NA,D,Domestic (home or reference area),S1,Total economy,C,Revenue,FALSE,Free (free for publication),2,Two,A,Normal value,6,Millions,MAD,Moroccan dirham
